,Year,Median Listing Price,Total Crime Rate,Poverty Percent
0,2019,203425.0,,10.5
1,2018,194975.0,,12.7
2,2017,174687.5,2250.0,11.5
3,2016,158372.9,2376.1,11.1
4,2015,147605.4,2348.4,12.8
5,2014,139658.4,2473.1,14.8
6,2013,128979.2,2777.2,14.5
7,2012,118506.2,2977.1,13.7
