,Year,Median Listing Price,Total Crime Rate,Poverty Percent
0,2019,405950.0,,9.7
1,2018,402591.7,,10.2
2,2017,380120.8,3268.3,11.5
3,2016,340946.8,3247.7,11.8
4,2015,302601.3,3240.9,11.9
5,2014,277170.8,3360.1,14.4
6,2013,260745.8,3427.1,15.1
7,2012,248479.5,3488.7,13.5
