,Year,Median Listing Price,Total Crime Rate,Poverty Percent
0,2019,181200.0,,15.9
1,2018,178191.7,,14.8
2,2017,167442.7,3633.5,14.9
3,2016,158737.5,3836.9,16.0
4,2015,152974.8,3800.0,16.1
5,2014,148352.1,3832.3,18.4
6,2013,147858.3,4061.9,17.1
7,2012,152068.8,4177.9,20.1
