,Year,Median Listing Price,Total Crime Rate,Poverty Percent
0,2019,391200.0,,6.9
1,2018,377466.7,,8.6
2,2017,351066.7,3019.1,8.7
3,2016,317347.9,3218.1,8.6
4,2015,284034.8,3241.3,9.3
5,2014,253241.7,3122.3,10.2
6,2013,233204.2,3272.0,8.3
7,2012,222112.5,3230.3,11.0
