,Year,Median Listing Price,Total Crime Rate,Poverty Percent
0,2019,302900.0,,7.4
1,2018,294083.3,,9.2
2,2017,278189.6,2894.0,8.8
3,2016,270450.6,3277.9,11.6
4,2015,261197.0,3210.0,11.1
5,2014,246349.7,3470.6,11.0
6,2013,232166.7,3635.1,14.0
7,2012,225399.2,3898.9,13.5
