,Year,Median Listing Price,Total Crime Rate,Poverty Percent
0,2019,286475.0,,14.8
1,2018,282975.0,,13.3
2,2017,259213.4,3217.4,13.1
3,2016,232611.3,3370.0,15.4
4,2015,209752.9,3479.6,18.1
5,2014,192569.5,3744.6,16.8
6,2013,177914.5,3775.3,16.3
7,2012,171681.2,3803.6,18.1
