,Year,Median Listing Price,Total Crime Rate,Poverty Percent
0,2019,443700.0,,9.1
1,2018,437591.7,,7.7
2,2017,429366.6,3069.7,8.9
3,2016,392492.8,3095.3,8.5
4,2015,353859.3,2962.0,9.9
5,2014,321858.3,2843.3,12.3
6,2013,288747.6,2960.4,10.6
7,2012,279581.2,2992.7,11.9
