,Year,Median Listing Price,Total Crime Rate,Poverty Percent
0,2019,204425.0,,8.9
1,2018,198458.3,,9.1
2,2017,181600.0,2418.7,7.5
3,2016,160870.8,2397.4,9.8
4,2015,146675.0,2348.1,10.4
5,2014,138202.1,2366.4,10.3
6,2013,133895.8,2471.2,10.8
7,2012,133400.0,2553.6,10.3
