,Year,Median Listing Price,Total Crime Rate,Poverty Percent
0,2019,287650.0,,13.1
1,2018,280958.3,,14.4
2,2017,275459.3,4371.1,12.1
3,2016,284079.5,4159.3,12.6
4,2015,266506.2,3551.2,9.2
5,2014,250497.9,3394.4,11.9
6,2013,243191.7,3515.7,10.9
7,2012,243853.1,3347.7,10.0
