,Year,Median Listing Price,Total Crime Rate,Poverty Percent
0,2019,329600.0,,12.8
1,2018,321341.7,,13.2
2,2017,299307.5,3547.0,13.6
3,2016,283141.7,3471.8,16.1
4,2015,267239.2,3325.1,17.2
5,2014,239670.8,3564.2,21.2
6,2013,218341.7,3781.0,20.2
7,2012,192778.1,3965.4,19.0
